Год,Статья_норм,Показатель,Осуждено,Оправдано,Лишение свободы,Условное лишение свободы,Ограничение свободы,Штраф,Исправительные работы,Обязательные работы,Принудительные меры к невменяемым
2018,274 ч.2,Статья 274 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,252 ч.3,Статья 252 часть 3,0,0,0,0,0,0,0,0,0
2020,272 ч.3,Статья 272 часть 3 УК РФ,64,0,0,32,14,17,0,0,0
2022,264 ч.3,Статья 264 ч. 3,2156,5,996,1085,18,10,5,0,6
2021,263.1 ч.2,Статья 263.1 ч. 2,1,0,1,0,0,0,0,0,0
2023,255 ч.2,Статья 255 часть 2,1,0,0,0,0,0,0,1,0
2019,269 ч.1,Статья 269 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,274.1 ч.1,Статья 274.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,253 ч.1,Статья 253 часть 1,0,0,0,0,0,0,0,0,0
2020,272 ч.4,Статья 272 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2022,264 ч.4,Статья 264 ч. 4,1078,0,986,90,0,0,0,0,3
2021,263.1 ч.3,Статья 263.1 ч. 3,0,0,0,0,0,0,0,0,0
2023,255 ч.3,Статья 255 часть 3,4,0,0,2,0,2,0,0,0
2019,269 ч.2,Статья 269 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,274.1 ч.2,Статья 274.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,253 ч.2,Статья 253 часть 2,0,0,0,0,0,0,0,0,0
2020,273 ч.1,Статья 273 часть 1 УК РФ,20,0,4,3,13,0,0,0,0
2022,264 ч.5,Статья 264 ч. 5,355,2,269,84,0,0,0,0,5
2021,263.1 ч.4,Статья 263.1 ч. 4,0,0,0,0,0,0,0,0,0
2023,256 ч.1,Статья 256 часть 1,1569,0,22,82,0,284,158,890,14
2019,269 ч.3,Статья 269 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,274.1 ч.3,Статья 274.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,253 ч.3,Статья 253 часть 3,1,0,0,1,0,0,0,0,0
2020,273 ч.2,Статья 273 часть 2 УК РФ,25,0,0,16,8,0,1,0,0
2022,264 ч.6,Статья 264 ч. 6,114,0,111,2,0,0,0,0,0
2021,264 ч.1,Статья 264 ч. 1,3154,7,62,139,2536,169,19,95,10
2023,256 ч.2,Статья 256 часть 2,0,0,0,0,0,0,0,0,0
2019,270,Статья 270 УК РФ,0,0,0,0,0,0,0,0,0
2018,274.1 ч.4,Статья 274.1 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2024,254 ч.1,Статья 254 часть 1,3,0,0,0,0,1,0,0,0
2020,273 ч.3,Статья 273 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,264.1 ч.1,Статья 264.1 ч. 1,43923,11,3195,3030,20,2686,10,34691,54
2021,264 ч.2,Статья 264 ч. 2,1452,1,482,940,5,4,2,4,6
2023,256 ч.3,Статья 256 часть 3,905,1,29,708,4,146,3,7,1
2019,271,Статья 271 УК РФ,0,0,0,0,0,0,0,0,0
2018,274.1 ч.5,Статья 274.1 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2024,254 ч.2,Статья 254 часть 2,0,0,0,0,0,0,0,0,0
2020,274 ч.1,Статья 274 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,264.1 ч.2,Статья 264.1 ч. 2,11679,3,7857,2096,490,37,886,5,6
2021,264 ч.3,Статья 264 ч. 3,2035,8,921,1076,6,6,4,0,5
2023,257,Статья 257,0,0,0,0,0,0,0,0,0
2019,271.1 ч.1,Статья 271.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,275,Статья 275 УК РФ,4,0,4,0,0,0,0,0,0
2024,254 ч.3,Статья 254 часть 3,0,0,0,0,0,0,0,0,0
2020,274 ч.2,Статья 274 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,264.2 ч.1,Статья 264.2 ч. 1,30,0,0,0,0,8,0,22,0
2021,264 ч.4,Статья 264 ч. 4,997,3,880,114,0,0,0,0,3
2023,258 ч.1,Статья 258 часть 1,124,0,0,4,0,66,29,2,0
2019,271.1 ч.2,Статья 271.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,276,Статья 276 УК РФ,4,0,4,0,0,0,0,0,0
2024,255 ч.1,Статья 255 часть 1,0,0,0,0,0,0,0,0,0
2020,274.1 ч.1,Статья 274.1 часть 1 УК РФ,3,0,0,3,0,0,0,0,0
2022,264.2 ч.2,Статья 264.2 ч. 2,5,0,1,1,1,0,2,0,0
2021,264 ч.5,Статья 264 ч. 5,316,2,246,66,1,1,0,0,1
2023,258 ч.2,Статья 258 часть 2,206,1,8,135,1,62,0,0,1
2019,272 ч.1,Статья 272 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,277,Статья 277 УК РФ,0,0,0,0,0,0,0,0,0
2024,255 ч.2,Статья 255 часть 2,0,0,0,0,0,0,0,0,0
2020,274.1 ч.2,Статья 274.1 часть 2 УК РФ,3,0,0,3,0,0,0,0,0
2022,265,Статья 265,0,0,0,0,0,0,0,0,0
2021,264 ч.6,Статья 264 ч. 6,120,0,119,1,0,0,0,0,0
2023,258.1 ч.1,Статья 258.1 часть 1,251,0,3,39,0,7,41,126,1
2019,272 ч.1,Статья 272 часть 1 УК РФ,12,0,1,0,2,7,1,0,17
2018,278,Статья 278 УК РФ,0,0,0,0,0,0,0,0,0
2024,255 ч.3,Статья 255 часть 3,4,0,0,1,0,3,0,0,0
2020,274.1 ч.3,Статья 274.1 часть 3 УК РФ,1,0,0,1,0,0,0,0,0
2022,266 ч.1,Статья 266 ч. 1,0,0,0,0,0,0,0,0,0
2021,264.1,Статья 264.1,56774,4,8239,6629,17,2757,13,38850,62
2023,258.1 ч.1.1,Статья 258.1 часть 1.1,3,0,0,2,0,0,1,0,0
2019,272 ч.2,Статья 272 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,279,Статья 279 УК РФ,0,0,0,0,0,0,0,0,0
2024,256 ч.1,Статья 256 часть 1,1255,0,19,73,0,238,132,718,14
2020,274.1 ч.4,Статья 274.1 часть 4 УК РФ,1,0,0,1,0,0,0,0,0
2022,266 ч.2,Статья 266 ч. 2,0,0,0,0,0,0,0,0,0
2021,265,Статья 265,0,0,0,0,0,0,0,0,0
2023,258.1 ч.2,Статья 258.1 часть 2,8,0,0,7,0,1,0,0,0
2019,272 ч.2,Статья 272 часть 2 УК РФ,16,0,1,0,3,5,6,0,12
2018,280 ч.1,Статья 280 часть 1 УК РФ,7,0,2,4,0,1,0,0,0
2024,256 ч.2,Статья 256 часть 2,1,0,0,0,0,0,0,1,0
2020,274.1 ч.5,Статья 274.1 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2022,266 ч.3,Статья 266 ч. 3,1,0,1,0,0,0,0,0,0
2021,266 ч.1,Статья 266 ч. 1,0,0,0,0,0,0,0,0,0
2023,258.1 ч.2.1,Статья 258.1 часть 2.1,0,0,0,0,0,0,0,0,0
2019,272 ч.3,Статья 272 часть 3 УК РФ,55,0,0,16,16,23,0,0,20
2018,280 ч.2,Статья 280 часть 2 УК РФ,83,0,12,64,0,2,2,0,4
2024,256 ч.3,Статья 256 часть 3,697,0,25,544,1,118,6,0,3
2020,275,Статья 275 УК РФ,6,0,6,0,0,0,0,0,0
2022,267 ч.1,Статья 267 ч. 1,4,0,2,0,0,0,0,2,0
2021,266 ч.2,Статья 266 ч. 2,0,0,0,0,0,0,0,0,0
2023,258.1 ч.3,Статья 258.1 часть 3,142,0,29,109,0,1,1,0,0
2019,272 ч.4,Статья 272 часть 4 УК РФ,2,0,1,1,0,0,0,0,0
2018,280.1 ч.1,Статья 280.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,257,Статья 257,0,0,0,0,0,0,0,0,0
2020,276,Статья 276 УК РФ,1,0,1,0,0,0,0,0,0
2022,267 ч.2,Статья 267 ч. 2,0,0,0,0,0,0,0,0,0
2021,266 ч.3,Статья 266 ч. 3,3,0,2,1,0,0,0,0,0
2023,258.1 ч.3.1,Статья 258.1 часть 3.1,0,0,0,0,0,0,0,0,0
2019,273 ч.1,Статья 273 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,280.1 ч.2,Статья 280.1 часть 2 УК РФ,4,0,0,4,0,0,0,0,0
2024,258 ч.1,Статья 258 часть 1,119,0,1,2,0,65,38,0,1
2020,277,Статья 277 УК РФ,0,0,0,0,0,0,0,0,0
2022,267 ч.3,Статья 267 ч. 3,0,0,0,0,0,0,0,0,0
2021,267 ч.1,Статья 267 ч. 1,2,0,0,0,0,2,0,0,0
2023,259,Статья 259,0,0,0,0,0,0,0,0,0
2019,273 ч.1,Статья 273 часть 1 УК РФ,25,1,3,8,12,0,0,0,20
2018,281 ч.1,Статья 281 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,258 ч.2,Статья 258 часть 2,205,0,7,135,0,59,1,0,1
2020,278,Статья 278 УК РФ,4,0,4,0,0,0,0,0,0
2022,267 ч.4,Статья 267 ч. 4,2,0,1,0,0,0,0,1,0
2021,267 ч.2,Статья 267 ч. 2,0,0,0,0,0,0,0,0,0
2023,260 ч.1,Статья 260 часть 1,669,1,9,41,0,250,28,276,5
2019,273 ч.2,Статья 273 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,281 ч.2,Статья 281 часть 2 УК РФ,2,0,2,0,0,0,0,0,0
2024,258.1 ч.1,Статья 258.1 часть 1,266,0,9,58,0,9,36,110,0
2020,279,Статья 279 УК РФ,0,0,0,0,0,0,0,0,0
2022,267 ч.5,Статья 267 ч. 5,0,0,0,0,0,0,0,0,0
2021,267 ч.3,Статья 267 ч. 3,0,0,0,0,0,0,0,0,0
2023,260 ч.2,Статья 260 часть 2,523,1,11,421,2,80,2,5,6
2019,273 ч.2,Статья 273 часть 2 УК РФ,51,1,1,29,21,0,0,0,25
2018,281 ч.3,Статья 281 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,258.1 ч.1.1,Статья 258.1 часть 1.1,0,0,0,0,0,0,0,0,0
2020,280 ч.1,Статья 280 часть 1 УК РФ,12,0,4,3,0,4,0,0,0
2022,267 ч.6,Статья 267 ч. 6,0,0,0,0,0,0,0,0,0
2021,267 ч.4,Статья 267 ч. 4,0,0,0,0,0,0,0,0,0
2023,260 ч.3,Статья 260 часть 3,1298,4,221,944,2,72,9,12,9
2019,273 ч.3,Статья 273 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,282 ч.1,Статья 282 часть 1 УК РФ,418,1,49,262,0,64,8,22,10
2024,258.1 ч.2,Статья 258.1 часть 2,4,0,0,4,0,0,0,0,0
2020,280 ч.2,Статья 280 часть 2 УК РФ,135,0,11,116,2,0,1,2,0
2022,267.1,Статья 267.1,3,0,0,0,3,0,0,0,0
2021,267 ч.5,Статья 267 ч. 5,0,0,0,0,0,0,0,0,0
2023,261 ч.1,Статья 261 часть 1,17,0,2,2,1,1,1,9,3
2019,274 ч.1,Статья 274 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,282 ч.2,Статья 282 часть 2 УК РФ,8,1,2,4,0,1,1,0,0
2024,258.1 ч.2.1,Статья 258.1 часть 2.1,0,0,0,0,0,0,0,0,0
2020,280.1 ч.1,Статья 280.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,268 ч.1,Статья 268 ч. 1,10,1,0,0,10,0,0,0,1
2021,267 ч.6,Статья 267 ч. 6,0,0,0,0,0,0,0,0,0
2023,261 ч.2,Статья 261 часть 2,0,0,0,0,0,0,0,0,0
2019,274 ч.1,Статья 274 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.1 ч.1,Статья 282.1 часть 1 УК РФ,1,0,0,0,0,1,0,0,0
2024,258.1 ч.3,Статья 258.1 часть 3,138,0,29,95,0,3,5,0,0
2020,280.1 ч.2,Статья 280.1 часть 2 УК РФ,3,0,0,0,0,0,0,3,0
2022,268 ч.2,Статья 268 ч. 2,12,1,6,3,3,0,0,0,0
2021,267.1,Статья 267.1,0,0,0,0,0,0,0,0,2
2023,261 ч.3,Статья 261 часть 3,1,0,1,0,0,0,0,0,0
2019,274 ч.2,Статья 274 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.1 ч.1.1,Статья 282.1 часть 1.1 УК РФ,0,0,0,0,0,0,0,0,0
2024,258.1 ч.3.1,Статья 258.1 часть 3.1,2,0,0,2,0,0,0,0,0
2020,281 ч.1,Статья 281 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,268 ч.3,Статья 268 ч. 3,1,0,1,0,0,0,0,0,0
2021,268 ч.1,Статья 268 ч. 1,9,0,0,0,7,1,0,0,0
2023,261 ч.4,Статья 261 часть 4,2,0,0,1,0,1,0,0,0
2019,274 ч.2,Статья 274 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.1 ч.2,Статья 282.1 часть 2 УК РФ,3,0,1,2,0,0,0,0,0
2024,259,Статья 259,0,0,0,0,0,0,0,0,0
2020,281 ч.2,Статья 281 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,269 ч.1,Статья 269 ч. 1,0,0,0,0,0,0,0,0,0
2021,268 ч.2,Статья 268 ч. 2,9,0,2,4,3,0,0,0,1
2023,262,Статья 262,2,0,0,0,0,1,0,0,0
2019,274.1 ч.1,Статья 274.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,1
2018,282.1 ч.3,Статья 282.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,260 ч.1,Статья 260 часть 1,515,0,5,24,0,217,22,215,6
2020,281 ч.3,Статья 281 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,269 ч.2,Статья 269 ч. 2,0,0,0,0,0,0,0,0,0
2021,268 ч.3,Статья 268 ч. 3,2,0,0,1,0,0,0,0,0
2023,263 ч.1,Статья 263 часть 1,25,0,0,0,8,16,0,0,0
2019,274.1 ч.2,Статья 274.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.2 ч.1,Статья 282.2 часть 1 УК РФ,7,0,6,0,0,1,0,0,0
2024,260 ч.2,Статья 260 часть 2,415,0,6,332,1,61,0,2,4
2020,282 ч.1,Статья 282 часть 1 УК РФ,7,0,1,5,0,1,0,0,0
2022,269 ч.3,Статья 269 ч. 3,0,0,0,0,0,0,0,0,0
2021,270,Статья 270,0,0,0,0,0,0,0,0,0
2023,263 ч.1.1,Статья 263 часть 1.1,3,0,0,0,2,1,0,0,0
2019,274.1 ч.3,Статья 274.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.2 ч.1.1,Статья 282.2 часть 1.1 УК РФ,1,0,0,1,0,0,0,0,0
2024,260 ч.3,Статья 260 часть 3,1060,7,149,726,0,80,8,2,4
2020,282 ч.2,Статья 282 часть 2 УК РФ,5,0,2,3,0,0,0,0,0
2022,270,Статья 270,0,0,0,0,0,0,0,0,0
2021,271,Статья 271,0,0,0,0,0,0,0,0,0
2023,263 ч.1.2,Статья 263 часть 1.2,2,0,0,2,0,0,0,0,0
2019,274.1 ч.4,Статья 274.1 часть 4 УК РФ,4,0,0,4,0,0,0,0,0
2018,282.2 ч.2,Статья 282.2 часть 2 УК РФ,21,0,16,4,0,0,0,0,1
2024,260.1 ч.1,Статья 260.1 часть 1,7,0,1,0,0,2,1,3,0
2020,282.1 ч.1,Статья 282.1 часть 1 УК РФ,5,0,3,0,0,0,0,0,0
2022,271,Статья 271,0,0,0,0,0,0,0,0,0
2021,271.1 ч.1,Статья 271.1 ч. 1,0,0,0,0,0,0,0,0,0
2023,263 ч.2,Статья 263 часть 2,24,1,7,15,0,0,0,0,0
2019,274.1 ч.5,Статья 274.1 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2018,282.2 ч.3,Статья 282.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,260.1 ч.2,Статья 260.1 часть 2,0,0,0,0,0,0,0,0,0
2020,282.1 ч.1.1,Статья 282.1 часть 1.1 УК РФ,0,0,0,0,0,0,0,0,0
2022,271.1 ч.1,Статья 271.1 ч. 1,0,0,0,0,0,0,0,0,0
2021,271.1 ч.2,Статья 271.1 ч. 2,0,0,0,0,0,0,0,0,0
2023,263 ч.2.1,Статья 263 часть 2.1,3,1,2,1,0,0,0,0,0
2019,275,Статья 275 УК РФ,8,0,8,0,0,0,0,0,0
2018,282.3 ч.1,Статья 282.3 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,260.1 ч.3,Статья 260.1 часть 3,2,0,0,2,0,0,0,0,0
2020,282.1 ч.2,Статья 282.1 часть 2 УК РФ,4,0,1,1,0,0,0,0,0
2022,271.1 ч.2,Статья 271.1 ч. 2,0,0,0,0,0,0,0,0,0
2021,272 ч.1,Статья 272 ч. 1,0,0,0,0,0,0,0,0,0
2023,263 ч.3,Статья 263 часть 3,5,0,2,3,0,0,0,0,0
2019,276,Статья 276 УК РФ,3,0,3,0,0,0,0,0,0
2018,282.3 ч.2,Статья 282.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,260.1 ч.4,Статья 260.1 часть 4,0,0,0,0,0,0,0,0,0
2020,282.1 ч.3,Статья 282.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,272 ч.1,Статья 272 ч. 1,14,0,0,2,0,7,3,0,0
2021,272 ч.2,Статья 272 ч. 2,0,0,0,0,0,0,0,0,0
2023,263 ч.4,Статья 263 часть 4,2,0,1,1,0,0,0,0,0
2019,277,Статья 277 УК РФ,0,0,0,0,0,0,0,0,0
2018,283 ч.1,Статья 283 часть 1 УК РФ,35,0,2,18,0,14,0,0,0
2024,260.1 ч.5,Статья 260.1 часть 5,4,0,0,2,0,2,0,0,0
2020,282.2 ч.1,Статья 282.2 часть 1 УК РФ,19,0,11,4,0,1,0,0,0
2022,272 ч.2,Статья 272 ч. 2,15,0,0,3,3,4,5,0,0
2021,272 ч.1,Статья 272 ч. 1,9,0,0,0,1,7,1,0,0
2023,263.1 ч.1,Статья 263.1 часть 1,1,0,0,0,0,1,0,0,0
2019,278,Статья 278 УК РФ,3,0,3,0,0,0,0,0,0
2018,283 ч.2,Статья 283 часть 2 УК РФ,1,0,0,0,0,0,0,0,0
2024,260.1 ч.6,Статья 260.1 часть 6,0,0,0,0,0,0,0,0,0
2020,282.2 ч.1.1,Статья 282.2 часть 1.1 УК РФ,3,0,3,0,0,0,0,0,0
2022,272 ч.3,Статья 272 ч. 3,149,1,3,53,42,51,0,0,1
2021,272 ч.2,Статья 272 ч. 2,13,0,2,1,3,3,3,0,0
2023,263.1 ч.2,Статья 263.1 часть 2,1,0,0,0,1,0,0,0,0
2019,279,Статья 279 УК РФ,0,0,0,0,0,0,0,0,0
2018,283.1 ч.1,Статья 283.1 часть 1 УК РФ,4,0,0,0,0,4,0,0,0
2024,261 ч.1,Статья 261 часть 1,25,0,2,1,0,3,3,14,2
2020,282.2 ч.2,Статья 282.2 часть 2 УК РФ,49,0,19,20,0,3,0,0,0
2022,272 ч.4,Статья 272 ч. 4,1,0,1,0,0,0,0,0,0
2021,272 ч.3,Статья 272 ч. 3,111,0,2,46,32,31,0,0,0
2023,263.1 ч.3,Статья 263.1 часть 3,0,0,0,0,0,0,0,0,0
2019,280 ч.1,Статья 280 часть 1 УК РФ,8,0,4,2,0,2,0,0,0
2018,283.1 ч.2,Статья 283.1 часть 2 УК РФ,4,0,2,2,0,0,0,0,0
2024,261 ч.2,Статья 261 часть 2,0,0,0,0,0,0,0,0,0
2020,282.2 ч.3,Статья 282.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,273 ч.1,Статья 273 ч. 1,17,0,0,2,9,6,0,0,0
2021,272 ч.4,Статья 272 ч. 4,0,0,0,0,0,0,0,0,0
2023,263.1 ч.4,Статья 263.1 часть 4,0,0,0,0,0,0,0,0,0
2019,280 ч.2,Статья 280 часть 2 УК РФ,109,0,13,87,0,3,0,0,13
2018,284,Статья 284 УК РФ,0,0,0,0,0,0,0,0,0
2024,261 ч.3,Статья 261 часть 3,0,0,0,0,0,0,0,0,0
2020,282.3 ч.1,Статья 282.3 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,273 ч.2,Статья 273 ч. 2,29,0,1,5,20,2,0,0,0
2021,273 ч.1,Статья 273 ч. 1,0,0,0,0,0,0,0,0,0
2023,264 ч.1,Статья 264 часть 1,2983,5,21,69,2524,154,24,46,11
2019,280.1 ч.1,Статья 280.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,284.1,Статья 284.1 УК РФ,0,0,0,0,0,0,0,0,0
2024,261 ч.4,Статья 261 часть 4,0,0,0,0,0,0,0,0,0
2020,282.3 ч.2,Статья 282.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,273 ч.3,Статья 273 ч. 3,0,0,0,0,0,0,0,0,0
2021,273 ч.2,Статья 273 ч. 2,0,0,0,0,0,0,0,0,0
2023,264 ч.2,Статья 264 часть 2,1643,0,573,879,13,9,7,2,2
2019,280.1 ч.2,Статья 280.1 часть 2 УК РФ,2,0,0,2,0,0,0,0,0
2018,285 ч.1,Статья 285 часть 1 УК РФ,365,11,16,93,0,187,0,0,0
2024,262,Статья 262,4,0,0,0,0,0,1,2,1
2020,283 ч.1,Статья 283 часть 1 УК РФ,43,0,1,23,0,18,0,0,0
2022,274 ч.1,Статья 274 ч. 1,1,0,0,0,0,1,0,0,0
2021,273 ч.1,Статья 273 ч. 1,14,0,0,2,11,1,0,0,0
2023,264 ч.3,Статья 264 часть 3,2080,2,818,1076,16,6,12,1,9
2019,281 ч.1,Статья 281 часть 1 УК РФ,1,0,1,0,0,0,0,0,0
2018,285 ч.2,Статья 285 часть 2 УК РФ,73,0,4,19,0,16,0,0,0
2024,263 ч.1,Статья 263 часть 1,31,3,0,0,10,19,1,0,0
2020,283 ч.2,Статья 283 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,274 ч.2,Статья 274 ч. 2,0,0,0,0,0,0,0,0,0
2021,273 ч.2,Статья 273 ч. 2,63,0,2,38,20,2,0,0,0
2023,264 ч.4,Статья 264 часть 4,1008,1,927,76,1,0,0,0,7
2019,281 ч.2,Статья 281 часть 2 УК РФ,2,0,2,0,0,0,0,0,0
2018,285 ч.3,Статья 285 часть 3 УК РФ,30,0,17,12,0,0,0,0,0
2024,263 ч.1.1,Статья 263 часть 1.1,4,0,0,0,3,0,0,0,0
2020,283.1 ч.1,Статья 283.1 часть 1 УК РФ,3,0,1,0,0,1,0,0,0
2022,274.1 ч.1,Статья 274.1 ч. 1,6,0,0,6,0,0,0,0,0
2021,273 ч.3,Статья 273 ч. 3,0,0,0,0,0,0,0,0,0
2023,264 ч.5,Статья 264 часть 5,287,2,210,61,0,0,0,0,1
2019,281 ч.3,Статья 281 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,285.1 ч.1,Статья 285.1 часть 1 УК РФ,1,0,0,0,0,0,0,0,0
2024,263 ч.1.2,Статья 263 часть 1.2,2,0,1,1,0,0,0,0,0
2020,283.1 ч.2,Статья 283.1 часть 2 УК РФ,3,0,3,0,0,0,0,0,0
2022,274.1 ч.2,Статья 274.1 ч. 2,3,0,0,3,0,0,0,0,0
2021,274 ч.1,Статья 274 ч. 1,0,0,0,0,0,0,0,0,0
2023,264 ч.6,Статья 264 часть 6,117,1,117,0,0,0,0,0,1
2019,282 ч.1,Статья 282 часть 1 УК РФ,14,3,4,7,0,2,0,1,1
2018,285.1 ч.2,Статья 285.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,263 ч.2,Статья 263 часть 2,29,1,2,21,1,1,0,0,0
2020,284,Статья 284 УК РФ,0,0,0,0,0,0,0,0,0
2022,274.1 ч.3,Статья 274.1 ч. 3,4,0,0,4,0,0,0,0,0
2022,274.1 ч.4,Статья 274.1 ч. 4,41,0,2,35,0,4,0,0,0
2021,274 ч.2,Статья 274 ч. 2,0,0,0,0,0,0,0,0,0
2023,264.1 ч.1,Статья 264.1 часть 1,37838,5,1965,2057,21,3377,17,29912,53
2019,282 ч.2,Статья 282 часть 2 УК РФ,5,0,2,3,0,0,0,0,0
2018,285.2 ч.1,Статья 285.2 часть 1 УК РФ,1,0,0,0,0,0,0,0,0
2024,263 ч.2.1,Статья 263 часть 2.1,5,0,4,1,0,0,0,0,1
2020,284.1,Статья 284.1 УК РФ,2,0,0,0,0,0,0,2,0
2020,285 ч.1,Статья 285 часть 1 УК РФ,245,10,18,59,0,127,0,0,0
2022,274.1 ч.5,Статья 274.1 ч. 5,0,0,0,0,0,0,0,0,0
2021,274 ч.1,Статья 274 ч. 1,0,0,0,0,0,0,0,0,0
2023,264.1 ч.2,Статья 264.1 часть 2,10817,5,7571,1134,400,85,654,1,9
2019,282.1 ч.1,Статья 282.1 часть 1 УК РФ,5,0,4,0,0,1,0,0,0
2018,285.2 ч.2,Статья 285.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,263 ч.3,Статья 263 часть 3,6,0,2,2,1,0,0,0,0
2020,285 ч.2,Статья 285 часть 2 УК РФ,52,1,7,20,0,13,0,0,0
2022,275,Статья 275,16,0,15,1,0,0,0,0,0
2021,274 ч.2,Статья 274 ч. 2,0,0,0,0,0,0,0,0,0
2023,264.2 ч.1,Статья 264.2 часть 1,41,0,1,0,0,12,0,28,0
2019,282.1 ч.1.1,Статья 282.1 часть 1.1 УК РФ,1,0,1,0,0,0,0,0,0
2018,285.3 ч.1,Статья 285.3 часть 1 УК РФ,2,0,1,0,0,1,0,0,0
2024,263 ч.4,Статья 263 часть 4,0,0,0,0,0,0,0,0,0
2020,285 ч.3,Статья 285 часть 3 УК РФ,28,1,8,19,0,1,0,0,0
2022,276,Статья 276,1,0,1,0,0,0,0,0,0
2021,274.1 ч.1,Статья 274.1 ч. 1,2,0,0,1,0,0,0,0,0
2023,264.2 ч.2,Статья 264.2 часть 2,13,0,9,0,1,0,1,0,0
2019,282.1 ч.2,Статья 282.1 часть 2 УК РФ,8,0,3,3,0,0,0,0,0
2018,285.3 ч.2,Статья 285.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,263.1 ч.1,Статья 263.1 часть 1,2,0,0,0,1,1,0,0,0
2020,285.1 ч.1,Статья 285.1 часть 1 УК РФ,0,1,0,0,0,0,0,0,0
2022,277,Статья 277,0,0,0,0,0,0,0,0,0
2021,274.1 ч.2,Статья 274.1 ч. 2,1,0,0,1,0,0,0,0,0
2023,264.3 ч.1,Статья 264.3 часть 1,843,0,149,91,0,52,1,518,0
2019,282.1 ч.3,Статья 282.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,285.3 ч.3,Статья 285.3 часть 3 УК РФ,2,0,0,2,0,0,0,0,0
2024,263.1 ч.2,Статья 263.1 часть 2,0,0,0,0,0,0,0,0,0
2020,285.1 ч.2,Статья 285.1 часть 2 УК РФ,1,0,0,1,0,0,0,0,0
2022,278,Статья 278,0,0,0,0,0,0,0,0,0
2021,274.1 ч.3,Статья 274.1 ч. 3,2,0,0,2,0,0,0,0,0
2023,264.3 ч.2,Статья 264.3 часть 2,28,0,9,8,1,1,0,7,0
2019,282.2 ч.1,Статья 282.2 часть 1 УК РФ,14,0,13,1,0,0,0,0,0
2018,285.4 ч.1,Статья 285.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,263.1 ч.3,Статья 263.1 часть 3,0,0,0,0,0,0,0,0,0
2020,285.2 ч.1,Статья 285.2 часть 1 УК РФ,1,0,0,0,0,0,0,0,0
2022,279,Статья 279,0,0,0,0,0,0,0,0,0
